effect_type,source_type,filename,descriptor,target_text,scale,orig_target_sim,manip_target_sim,delta_target_sim
eq,mixture,mixture_EQ_cool_0.8.wav,cool,a cool sound,0.8,0.06517793,0.06590307,0.0007251352
eq,mixture,mixture_EQ_cool_1.0.wav,cool,a cool sound,1.0,0.06517793,0.012841872,-0.05233606
eq,mixture,mixture_EQ_crisp_0.2.wav,crisp,a crisp sound,0.2,-0.022059962,-0.03978316,-0.017723199
eq,mixture,mixture_EQ_crisp_0.4.wav,crisp,a crisp sound,0.4,-0.022059962,-0.040021658,-0.017961696
eq,mixture,mixture_EQ_crisp_0.6.wav,crisp,a crisp sound,0.6,-0.022059962,-0.030406848,-0.008346885
eq,mixture,mixture_EQ_crisp_0.8.wav,crisp,a crisp sound,0.8,-0.022059962,-0.01019021,0.011869752
eq,mixture,mixture_EQ_crisp_1.0.wav,crisp,a crisp sound,1.0,-0.022059962,0.05260746,0.074667424
eq,mixture,mixture_EQ_dark_0.2.wav,dark,a dark sound,0.2,0.047064584,0.02553859,-0.021525994
eq,mixture,mixture_EQ_dark_0.4.wav,dark,a dark sound,0.4,0.047064584,0.039519046,-0.0075455382
eq,mixture,mixture_EQ_dark_0.6.wav,dark,a dark sound,0.6,0.047064584,0.034505572,-0.012559012
eq,mixture,mixture_EQ_dark_0.8.wav,dark,a dark sound,0.8,0.047064584,0.06415699,0.017092403
eq,mixture,mixture_EQ_dark_1.0.wav,dark,a dark sound,1.0,0.047064584,0.070647806,0.023583222
eq,mixture,mixture_EQ_gentle_0.2.wav,gentle,a gentle sound,0.2,0.08683072,0.03893052,-0.0479002
eq,mixture,mixture_EQ_gentle_0.4.wav,gentle,a gentle sound,0.4,0.08683072,0.07635506,-0.010475658
eq,mixture,mixture_EQ_gentle_0.6.wav,gentle,a gentle sound,0.6,0.08683072,0.06463114,-0.022199579
