effect_type,source_type,filename,descriptor,target_text,scale,orig_target_sim,manip_target_sim,delta_target_sim
eq,piano,piano_EQ_soothing_0.8.wav,soothing,a soothing sound,0.8,0.002788525,0.014896315,0.0121077895
eq,piano,piano_EQ_soothing_1.0.wav,soothing,a soothing sound,1.0,0.002788525,-0.017027738,-0.019816263
eq,piano,piano_EQ_tinny_0.2.wav,tinny,a tinny sound,0.2,-0.10643807,-0.0881525,0.018285573
eq,piano,piano_EQ_tinny_0.4.wav,tinny,a tinny sound,0.4,-0.10643807,-0.10483873,0.0015993416
eq,piano,piano_EQ_tinny_0.6.wav,tinny,a tinny sound,0.6,-0.10643807,-0.07911346,0.02732461
eq,piano,piano_EQ_tinny_0.8.wav,tinny,a tinny sound,0.8,-0.10643807,-0.14148377,-0.0350457
eq,piano,piano_EQ_tinny_1.0.wav,tinny,a tinny sound,1.0,-0.10643807,-0.11086059,-0.004422523
eq,piano,piano_EQ_warm_0.2.wav,warm,a warm sound,0.2,0.029472426,0.0050985245,-0.0243739
eq,piano,piano_EQ_warm_0.4.wav,warm,a warm sound,0.4,0.029472426,0.04607802,0.016605593
eq,piano,piano_EQ_warm_0.6.wav,warm,a warm sound,0.6,0.029472426,0.05723139,0.027758963
eq,piano,piano_EQ_warm_0.8.wav,warm,a warm sound,0.8,0.029472426,0.045467146,0.01599472
eq,piano,piano_EQ_warm_1.0.wav,warm,a warm sound,1.0,0.029472426,0.04607272,0.016600296
eq,mixture,mixture_EQ_bright_0.2.wav,bright,a bright sound,0.2,-0.0030872002,-0.0048025176,-0.0017153174
eq,mixture,mixture_EQ_bright_0.4.wav,bright,a bright sound,0.4,-0.0030872002,0.022624608,0.025711808
eq,mixture,mixture_EQ_bright_0.6.wav,bright,a bright sound,0.6,-0.0030872002,-0.007646354,-0.0045591537
eq,mixture,mixture_EQ_bright_0.8.wav,bright,a bright sound,0.8,-0.0030872002,-0.037274957,-0.034187756
eq,mixture,mixture_EQ_bright_1.0.wav,bright,a bright sound,1.0,-0.0030872002,-0.011894634,-0.008807434
eq,mixture,mixture_EQ_calm_0.2.wav,calm,a calm sound,0.2,0.009999936,0.00095332786,-0.009046609
eq,mixture,mixture_EQ_calm_0.4.wav,calm,a calm sound,0.4,0.009999936,-0.01626081,-0.026260747
eq,mixture,mixture_EQ_calm_0.6.wav,calm,a calm sound,0.6,0.009999936,0.023118097,0.013118161
eq,mixture,mixture_EQ_calm_0.8.wav,calm,a calm sound,0.8,0.009999936,0.036715396,0.02671546
eq,mixture,mixture_EQ_calm_1.0.wav,calm,a calm sound,1.0,0.009999936,-0.035235874,-0.045235813
eq,mixture,mixture_EQ_clear_0.2.wav,clear,a clear sound,0.2,-0.012962555,-0.029639892,-0.016677339
eq,mixture,mixture_EQ_clear_0.4.wav,clear,a clear sound,0.4,-0.012962555,-0.0061662234,0.006796331
eq,mixture,mixture_EQ_clear_0.6.wav,clear,a clear sound,0.6,-0.012962555,-0.01555843,-0.0025958754
eq,mixture,mixture_EQ_clear_0.8.wav,clear,a clear sound,0.8,-0.012962555,0.01821125,0.031173803
eq,mixture,mixture_EQ_clear_1.0.wav,clear,a clear sound,1.0,-0.012962555,-0.03173376,-0.018771205
eq,mixture,mixture_EQ_cold_0.2.wav,cold,a cold sound,0.2,-0.07264643,-0.09076843,-0.018121995
eq,mixture,mixture_EQ_cold_0.4.wav,cold,a cold sound,0.4,-0.07264643,-0.102505684,-0.029859252
eq,mixture,mixture_EQ_cold_0.6.wav,cold,a cold sound,0.6,-0.07264643,-0.10959044,-0.03694401
eq,mixture,mixture_EQ_cold_0.8.wav,cold,a cold sound,0.8,-0.07264643,-0.08991811,-0.017271675
eq,mixture,mixture_EQ_cold_1.0.wav,cold,a cold sound,1.0,-0.07264643,-0.10051652,-0.027870089
eq,mixture,mixture_EQ_cool_0.2.wav,cool,a cool sound,0.2,0.021959098,0.010687381,-0.011271717
eq,mixture,mixture_EQ_cool_0.4.wav,cool,a cool sound,0.4,0.021959098,0.005611688,-0.01634741
eq,mixture,mixture_EQ_cool_0.6.wav,cool,a cool sound,0.6,0.021959098,-0.0060914233,-0.028050521
eq,mixture,mixture_EQ_cool_0.8.wav,cool,a cool sound,0.8,0.021959098,0.042487126,0.020528028
eq,mixture,mixture_EQ_cool_1.0.wav,cool,a cool sound,1.0,0.021959098,0.008311862,-0.013647236
eq,mixture,mixture_EQ_crisp_0.2.wav,crisp,a crisp sound,0.2,0.0044516996,0.011862539,0.007410839
eq,mixture,mixture_EQ_crisp_0.4.wav,crisp,a crisp sound,0.4,0.0044516996,-0.01345766,-0.01790936
eq,mixture,mixture_EQ_crisp_0.6.wav,crisp,a crisp sound,0.6,0.0044516996,0.0066149347,0.002163235
eq,mixture,mixture_EQ_crisp_0.8.wav,crisp,a crisp sound,0.8,0.0044516996,0.0035815425,-0.00087015703
eq,mixture,mixture_EQ_crisp_1.0.wav,crisp,a crisp sound,1.0,0.0044516996,0.012371663,0.007919963
eq,mixture,mixture_EQ_dark_0.2.wav,dark,a dark sound,0.2,0.025898296,-0.0027305055,-0.028628802
eq,mixture,mixture_EQ_dark_0.4.wav,dark,a dark sound,0.4,0.025898296,0.035942063,0.010043766
eq,mixture,mixture_EQ_dark_0.6.wav,dark,a dark sound,0.6,0.025898296,0.01729222,-0.008606076
eq,mixture,mixture_EQ_dark_0.8.wav,dark,a dark sound,0.8,0.025898296,0.021777708,-0.0041205883
